parola,categoria,prefisso_numerico,info_grammaticale,pos,gender,info_verbali
esibire,alto_uso,,v.tr.,verbo,,v.tr.
esigenza,fondamentale,,s.f.,sostantivo,femminile,
esigere,alto_uso,,v.tr.,verbo,,v.tr.
esilio,alta_disponibilita,,s.m.,sostantivo,maschile,
esistente,alto_uso,,"p.pres., agg., s.m.",verbo; participio presente; aggettivo; sostantivo,maschile,p.pres.
esistenza,fondamentale,,s.f.,sostantivo,femminile,
esistere,fondamentale,,v.intr.,verbo,,v.intr.
esitare,alto_uso,1,v.intr.,verbo,,v.intr.
esito,alto_uso,,s.m.,sostantivo,maschile,
esordio,alto_uso,,s.m.,sostantivo,maschile,
espansione,alto_uso,,s.f.,sostantivo,femminile,
espellere,alto_uso,,v.tr.,verbo,,v.tr.
esperienza,fondamentale,,s.f.,sostantivo,femminile,
esperimento,alto_uso,,s.m.,sostantivo,maschile,
esperto,fondamentale,,"p.pass., agg., s.m.",verbo; participio passato; aggettivo; sostantivo,maschile,p.pass.
esplicito,alto_uso,,agg.,aggettivo,,
esplodere,alto_uso,,v.intr. e tr.,verbo,,v.intr. e tr.
esplorare,alto_uso,,v.tr.,verbo,,v.tr.
esplosione,alto_uso,,s.f.,sostantivo,femminile,
esplosivo,alto_uso,,"agg., s.m.",aggettivo; sostantivo,maschile,
esponente,alto_uso,,"p.pres., s.m. e f.",verbo; participio presente; sostantivo,maschile e femminile,p.pres.
esporre,fondamentale,,v.tr.,verbo,,v.tr.
esposizione,alto_uso,,s.f.,sostantivo,femminile,
espressione,fondamentale,,s.f.,sostantivo,femminile,
espresso,alta_disponibilita,,"p.pass., agg., s.m.",verbo; participio passato; aggettivo; sostantivo,maschile,p.pass.
esprimere,fondamentale,,v.tr.,verbo,,v.tr.
essa,fondamentale,,pron.pers. di terza pers.f.,pronome; sostantivo,femminile,
esse,alta_disponibilita,1,s.f. e m.inv.,sostantivo,femminile e maschile; invariabile,
esse,alta_disponibilita,2,pron.pers. di terza pers.f.pl.,pronome; sostantivo,femminile; plurale,
essenza,alto_uso,,s.f.,sostantivo,femminile,
essenziale,alto_uso,,"agg., s.m.",aggettivo; sostantivo,maschile,
essenzialmente,alto_uso,,avv.,avverbio,,
essere,fondamentale,1,v.intr.,verbo,,v.intr.
essere,fondamentale,2,s.m.,sostantivo,maschile,
essi,fondamentale,,pron.pers. di terza pers.m.pl.,pronome; sostantivo,maschile; plurale,
esso,fondamentale,,pron.pers. di terza pers.m.sing.,pronome; sostantivo,maschile; singolare,
est,alto_uso,1,"s.m.inv., agg.inv.",sostantivo; aggettivo,maschile; invariabile,
estate,fondamentale,,s.f.,sostantivo,femminile,
estendere,alto_uso,,v.tr.,verbo,,v.tr.
estensione,alto_uso,,s.f.,sostantivo,femminile,
esterno,fondamentale,1,"agg., s.m.",aggettivo; sostantivo,maschile,
estero,fondamentale,,"agg., s.m.",aggettivo; sostantivo,maschile,
estetico,alto_uso,,agg.,aggettivo,,
estivo,alto_uso,,agg.,aggettivo,,
estone,alta_disponibilita,,"agg., s.m. e f.",aggettivo; sostantivo,maschile e femminile,
estraneo,alto_uso,,"agg., s.m.",aggettivo; sostantivo,maschile,
estrarre,alto_uso,,v.tr.,verbo,,v.tr.
estratto,alto_uso,,"p.pass., agg., s.m.",verbo; participio passato; aggettivo; sostantivo,maschile,p.pass.
estrazione,alto_uso,,s.f.,sostantivo,femminile,
estremamente,alto_uso,,avv.,avverbio,,
estremità,alto_uso,,s.f.inv.,sostantivo,femminile; invariabile,
estremo,fondamentale,,"agg., s.m.",aggettivo; sostantivo,maschile,
età,fondamentale,,s.f.inv.,sostantivo,femminile; invariabile,
eterno,alto_uso,,"agg., s.m.",aggettivo; sostantivo,maschile,
etica,alto_uso,1,s.f.,sostantivo,femminile,
etichetta,alto_uso,2,s.f.,sostantivo,femminile,
etico,alto_uso,1,agg.,aggettivo,,
ettaro,alta_disponibilita,,s.m.,sostantivo,maschile,
etto,alta_disponibilita,,s.m.,sostantivo,maschile,
euro,fondamentale,2,s.m.inv.,sostantivo,maschile; invariabile,
europeo,fondamentale,,"agg., s.m.",aggettivo; sostantivo,maschile,
evadere,alta_disponibilita,,v.intr. e tr.,verbo,,v.intr. e tr.
evaporare,alta_disponibilita,,v.intr. e tr.,verbo,,v.intr. e tr.
evasione,alto_uso,,s.f.,sostantivo,femminile,
evento,fondamentale,,s.m.,sostantivo,maschile,
eventuale,fondamentale,,agg.,aggettivo,,
eventualmente,alto_uso,,avv.,avverbio,,
evidente,fondamentale,,agg.,aggettivo,,
evidentemente,fondamentale,,avv.,avverbio,,
evidenza,alto_uso,,s.f.,sostantivo,femminile,
evidenziare,alto_uso,,v.tr.,verbo,,v.tr.
evidenziatore,alta_disponibilita,,"agg., s.m.",aggettivo; sostantivo,maschile,
evitare,fondamentale,,v.tr.,verbo,,v.tr.
evocare,alto_uso,,v.tr.,verbo,,v.tr.
evoluzione,alto_uso,,s.f.,sostantivo,femminile,
ex,fondamentale,,"agg.inv., s.m. e f.inv., prep.",aggettivo; sostantivo; preposizione,maschile e femminile; invariabile,
extra,alto_uso,,"agg.inv., s.m. e f.inv.",aggettivo; sostantivo,maschile e femminile; invariabile,
fa,fondamentale,2,avv.,avverbio,,
fabbrica,fondamentale,,s.f.,sostantivo,femminile,
fabbricare,alto_uso,,"v.tr., v.intr.",verbo,,v.tr.; v.intr.
fabbro,alta_disponibilita,,s.m.,sostantivo,maschile,
faccenda,alto_uso,,s.f.,sostantivo,femminile,
faccia,fondamentale,,s.f.,sostantivo,femminile,
facciata,alto_uso,,s.f.,sostantivo,femminile,
facile,fondamentale,,"agg., avv.",aggettivo; avverbio,,
facilità,alto_uso,,s.f.inv.,sostantivo,femminile; invariabile,
facilitare,alto_uso,,v.tr.,verbo,,v.tr.
facilitazione,alta_disponibilita,,s.f.,sostantivo,femminile,
facilmente,fondamentale,,avv.,avverbio,,
facoltà,alto_uso,,s.f.inv.,sostantivo,femminile; invariabile,
fagiano,alta_disponibilita,,s.m.,sostantivo,maschile,
falco,alta_disponibilita,,s.m.,sostantivo,maschile,
falegname,alta_disponibilita,,s.m.,sostantivo,maschile,
fallimento,alto_uso,,s.m.,sostantivo,maschile,
fallire,alto_uso,,v.intr. e tr.,verbo,,v.intr. e tr.
fallito,alto_uso,,"p.pass., agg., s.m.",verbo; participio passato; aggettivo; sostantivo,maschile,p.pass.
falso,fondamentale,,"agg., avv., s.m.",aggettivo; avverbio; sostantivo,maschile,
fama,alto_uso,,s.f.,sostantivo,femminile,
fame,fondamentale,,s.f.,sostantivo,femminile,
famiglia,fondamentale,,s.f.,sostantivo,femminile,
familiare,fondamentale,,"agg., s.m. e f.",aggettivo; sostantivo,maschile e femminile,
famoso,fondamentale,,agg.,aggettivo,,
fan,alto_uso,1,s.m. e f.inv.,sostantivo,maschile e femminile; invariabile,
fanale,alta_disponibilita,,s.m.,sostantivo,maschile,
fanciulla,alto_uso,,s.f.,sostantivo,femminile,
fanciullo,alta_disponibilita,,"agg., s.m.",aggettivo; sostantivo,maschile,
fango,alto_uso,,s.m.,sostantivo,maschile,
fangoso,alta_disponibilita,,agg.,aggettivo,,
fantascienza,alto_uso,,s.f.,sostantivo,femminile,
fantasia,fondamentale,,s.f.,sostantivo,femminile,
fantasma,alto_uso,,s.m.,sostantivo,maschile,
fantastico,fondamentale,,"agg., s.m.",aggettivo; sostantivo,maschile,
fanteria,alta_disponibilita,,s.f.,sostantivo,femminile,
fantino,alta_disponibilita,,s.m.,sostantivo,maschile,
fantoccio,alta_disponibilita,,s.m.,sostantivo,maschile,
fare,fondamentale,,"v.tr. e intr., s.m.",verbo; sostantivo,maschile,v.tr. e intr.
farfalla,alto_uso,,s.f.,sostantivo,femminile,
farina,alto_uso,,s.f.,sostantivo,femminile,
farmacia,alto_uso,,s.f.,sostantivo,femminile,
farmaco,alto_uso,,s.m.,sostantivo,maschile,
faro,alta_disponibilita,,s.m.,sostantivo,maschile,
fascia,fondamentale,,s.f.,sostantivo,femminile,
fasciatoio,alta_disponibilita,,s.m.,sostantivo,maschile,
fascicolo,alto_uso,,s.m.,sostantivo,maschile,
fascino,alto_uso,,s.m.,sostantivo,maschile,
fascio,alto_uso,,s.m.,sostantivo,maschile,
fascismo,alto_uso,,s.m.,sostantivo,maschile,
fascista,alto_uso,,"agg., s.m. e f.",aggettivo; sostantivo,maschile e femminile,
fase,fondamentale,,s.f.,sostantivo,femminile,
fastidio,fondamentale,,s.m.,sostantivo,maschile,
fastidioso,alto_uso,,agg.,aggettivo,,
fata,alto_uso,,s.f.,sostantivo,femminile,
fatica,fondamentale,,s.f.,sostantivo,femminile,
faticare,alto_uso,,"v.intr., v.tr.",verbo,,v.intr.; v.tr.
faticoso,alto_uso,,agg.,aggettivo,,
fatto,fondamentale,1,s.m.,sostantivo,maschile,
fattore,fondamentale,,s.m.,sostantivo,maschile,
fattoria,alto_uso,,s.f.,sostantivo,femminile,
fattura,alto_uso,,s.f.,sostantivo,femminile,
fatturato,alto_uso,,"p.pass., agg., s.m.",verbo; participio passato; aggettivo; sostantivo,maschile,p.pass.
fauna,alta_disponibilita,,s.f.,sostantivo,femminile,
fava,alta_disponibilita,,s.f.,sostantivo,femminile,
favola,alto_uso,1,s.f.,sostantivo,femminile,
favoloso,alto_uso,,agg.,aggettivo,,
favore,fondamentale,,s.m.,sostantivo,maschile,
favorevole,alto_uso,,agg.,aggettivo,,
favorire,alto_uso,,v.tr.,verbo,,v.tr.
fax,alto_uso,,s.m.inv.,sostantivo,maschile; invariabile,
fazzoletto,alto_uso,,s.m.,sostantivo,maschile,
febbraio,fondamentale,,s.m.,sostantivo,maschile,
febbre,alto_uso,,s.f.,sostantivo,femminile,
fecondare,alta_disponibilita,,v.tr.,verbo,,v.tr.
fede,fondamentale,,s.f.,sostantivo,femminile,
fedele,alto_uso,,"agg., s.m. e f.",aggettivo; sostantivo,maschile e femminile,
fedeltà,alto_uso,,s.f.inv.,sostantivo,femminile; invariabile,
federa,alta_disponibilita,,s.f.,sostantivo,femminile,
federale,alto_uso,,"agg., s.m.",aggettivo; sostantivo,maschile,
fegato,alto_uso,,s.m.,sostantivo,maschile,
felice,fondamentale,,agg.,aggettivo,,
felicità,alto_uso,,s.f.inv.,sostantivo,femminile; invariabile,
felino,alta_disponibilita,,"s.m., agg.",sostantivo; aggettivo,maschile,
felpa,alta_disponibilita,,s.f.,sostantivo,femminile,
femmina,fondamentale,,s.f.,sostantivo,femminile,
femminile,fondamentale,,"agg., s.m., s.f.",aggettivo; sostantivo,maschile; femminile,
fenomeno,fondamentale,,s.m.,sostantivo,maschile,
feria,alto_uso,,s.f.,sostantivo,femminile,
feriale,alta_disponibilita,1,agg.,aggettivo,,
ferie,alta_disponibilita,,s.f.pl.,sostantivo,femminile; plurale,
ferire,alto_uso,,v.tr.,verbo,,v.tr.
ferita,fondamentale,1,s.f.,sostantivo,femminile,
ferito,alto_uso,,"p.pass., agg., s.m.",verbo; participio passato; aggettivo; sostantivo,maschile,p.pass.
fermaglio,alta_disponibilita,,s.m.,sostantivo,maschile,
fermare,fondamentale,,"v.tr., v.intr.",verbo,,v.tr.; v.intr.
fermo,fondamentale,1,agg.,aggettivo,,
feroce,alto_uso,,"agg., Ferragosto s.m.",aggettivo; sostantivo,maschile,
ferramenta,alta_disponibilita,,s.m. e f.inv.,sostantivo,maschile e femminile; invariabile,
ferro,fondamentale,,s.m.,sostantivo,maschile,
ferrovia,alto_uso,,s.f.,sostantivo,femminile,
ferroviario,alto_uso,,agg.,aggettivo,,
ferroviere,alta_disponibilita,,s.m.,sostantivo,maschile,
fertilizzante,alta_disponibilita,,"p.pres., agg., s.m.",verbo; participio presente; aggettivo; sostantivo,maschile,p.pres.
fessura,alta_disponibilita,,s.f.,sostantivo,femminile,
festa,fondamentale,,s.f.,sostantivo,femminile,
festeggiare,fondamentale,,v.tr. e intr.,verbo,,v.tr. e intr.
festival,alto_uso,,s.m.inv.,sostantivo,maschile; invariabile,
festivo,alta_disponibilita,,agg.,aggettivo,,
fetta,alto_uso,,s.f.,sostantivo,femminile,
fiaba,alto_uso,,s.f.,sostantivo,femminile,
fiala,alta_disponibilita,,s.f.,sostantivo,femminile,
fiamma,alto_uso,1,s.f.,sostantivo,femminile,
fiammifero,alta_disponibilita,,"s.m., agg.",sostantivo; aggettivo,maschile,
fianco,fondamentale,,s.m.,sostantivo,maschile,
fiatare,alta_disponibilita,,v.intr. e tr.,verbo,,v.intr. e tr.
fiato,alto_uso,,s.m.,sostantivo,maschile,
fibbia,alta_disponibilita,,s.f.,sostantivo,femminile,
fibra,alto_uso,,s.f.,sostantivo,femminile,
ficcare,alto_uso,,v.tr. e intr.,verbo,,v.tr. e intr.
fiction,alto_uso,,s.f.inv.,sostantivo,femminile; invariabile,
fidanzamento,alta_disponibilita,,s.m.,sostantivo,maschile,
fidanzarsi,alto_uso,,v.tr.,verbo,,v.tr.
fidanzata,alto_uso,,s.f.,sostantivo,femminile,
fidanzato,alto_uso,,"p.pass., agg., s.m.",verbo; participio passato; aggettivo; sostantivo,maschile,p.pass.
fidarsi,fondamentale,,v.pronom.intr.,verbo,maschile,v.pronom.intr.
fiducia,fondamentale,,s.f.,sostantivo,femminile,
fiducioso,alta_disponibilita,,agg.,aggettivo,,
fieno,alta_disponibilita,,s.m.,sostantivo,maschile,
fiera,alto_uso,1,s.f.,sostantivo,femminile,
fiero,alto_uso,,agg.,aggettivo,,
figlia,fondamentale,,s.f.,sostantivo,femminile,
figliastro,alta_disponibilita,,s.m.,sostantivo,maschile,
figlio,fondamentale,,s.m.,sostantivo,maschile,
figura,fondamentale,,s.f.,sostantivo,femminile,
figurare,fondamentale,,v.tr. e intr.,verbo,,v.tr. e intr.
figurina,alta_disponibilita,,s.f.,sostantivo,femminile,
fila,fondamentale,,s.f.,sostantivo,femminile,
filante,alta_disponibilita,,"p.pres., agg., s.m.",verbo; participio presente; aggettivo; sostantivo,maschile,p.pres.
filare,alto_uso,3,v.tr. e intr.,verbo,,v.tr. e intr.
filastrocca,alta_disponibilita,,s.f.,sostantivo,femminile,
file,fondamentale,1,s.m.inv.,sostantivo,maschile; invariabile,
filetto,alta_disponibilita,,s.m.,sostantivo,maschile,
film,fondamentale,,s.m.inv.,sostantivo,maschile; invariabile,
filmato,alto_uso,,"p.pass., agg., s.m.",verbo; participio passato; aggettivo; sostantivo,maschile,p.pass.
filo,fondamentale,1,s.m.,sostantivo,maschile,
filosofia,fondamentale,,s.f.,sostantivo,femminile,
filosofico,alto_uso,,agg.,aggettivo,,
filosofo,alto_uso,,s.m.,sostantivo,maschile,
filtrare,alto_uso,,v.tr. e intr.,verbo,,v.tr. e intr.
filtro,alto_uso,1,s.m.,sostantivo,maschile,
finale,fondamentale,,"agg., s.m., s.f.",aggettivo; sostantivo,maschile; femminile,
finalità,alto_uso,,s.f.inv.,sostantivo,femminile; invariabile,
finalmente,fondamentale,,avv.,avverbio,,
finanza,alto_uso,1,s.f.,sostantivo,femminile,
finanziamento,alto_uso,,s.m.,sostantivo,maschile,
finanziare,alto_uso,,v.tr.,verbo,,v.tr.
finanziario,fondamentale,,agg.,aggettivo,,
finanziatore,alta_disponibilita,,"agg., s.m.",aggettivo; sostantivo,maschile,
finché,fondamentale,,cong.,congiunzione,,
fine,fondamentale,1,s.f. e m.,sostantivo,femminile e maschile,
fine,fondamentale,2,agg.,aggettivo,,
finestra,fondamentale,,s.f.,sostantivo,femminile,
finestrino,alto_uso,,s.m.,sostantivo,maschile,
fingere,fondamentale,,v.tr.,verbo,,v.tr.
finimondo,alta_disponibilita,,s.m.,sostantivo,maschile,
finire,fondamentale,,"v.tr. e intr., s.m.",verbo; sostantivo,maschile,v.tr. e intr.
finito,alto_uso,,"p.pass., agg.",verbo; participio passato; aggettivo,,p.pass.
finlandese,alta_disponibilita,,"agg., s.m. e f.",aggettivo; sostantivo,maschile e femminile,
fino,fondamentale,2,"prep., avv.",preposizione; avverbio,,
finocchio,alta_disponibilita,1,s.m.,sostantivo,maschile,
finora,alto_uso,,avv.,avverbio,,
finta,alto_uso,,s.f.,sostantivo,femminile,
finto,fondamentale,,"p.pass., agg.",verbo; participio passato; aggettivo,,p.pass.
fiocco,alta_disponibilita,1,s.m.,sostantivo,maschile,
fionda,alta_disponibilita,,s.f.,sostantivo,femminile,
fioraio,alta_disponibilita,,s.m.,sostantivo,maschile,
fiore,fondamentale,1,s.m.,sostantivo,maschile,
fiorentino,alto_uso,,"agg., s.m.",aggettivo; sostantivo,maschile,
fiorito,alta_disponibilita,,"p.pass., agg.",verbo; participio passato; aggettivo,,p.pass.
firma,fondamentale,,s.f.,sostantivo,femminile,
firmare,fondamentale,,v.tr.,verbo,,v.tr.
fiscale,alto_uso,,"agg., s.m.",aggettivo; sostantivo,maschile,
fisicamente,alto_uso,,avv.,avverbio,,
fisico,fondamentale,,"agg., s.m.",aggettivo; sostantivo,maschile,
fissare,fondamentale,,v.tr.,verbo,,v.tr.
fisso,fondamentale,,"agg., avv., s.m.",aggettivo; avverbio; sostantivo,maschile,
fitto,alto_uso,1,"p.pass., agg., avv., s.m.",verbo; participio passato; aggettivo; avverbio; sostantivo,maschile,p.pass.
fiume,fondamentale,,s.m.,sostantivo,maschile,
fiuto,alta_disponibilita,,s.m.,sostantivo,maschile,
flash,alto_uso,,s.m.inv.,sostantivo,maschile; invariabile,
flauto,alta_disponibilita,1,s.m.,sostantivo,maschile,
flessibile,alto_uso,,"agg., s.m. e f.",aggettivo; sostantivo,maschile e femminile,
flora,alta_disponibilita,,s.f.,sostantivo,femminile,
fluido,alto_uso,,"agg., s.m.",aggettivo; sostantivo,maschile,
fluoro,alta_disponibilita,,s.m.,sostantivo,maschile,
flusso,alto_uso,1,s.m.,sostantivo,maschile,
foca,alta_disponibilita,,s.f.,sostantivo,femminile,
focaccia,alta_disponibilita,,s.f.,sostantivo,femminile,
fodera,alta_disponibilita,,s.f.,sostantivo,femminile,
foderare,alta_disponibilita,,v.tr.,verbo,,v.tr.
foglia,alto_uso,,s.f.,sostantivo,femminile,
foglio,fondamentale,,s.m.,sostantivo,maschile,
fogna,alta_disponibilita,,s.f.,sostantivo,femminile,
folla,alto_uso,,s.f.,sostantivo,femminile,
folle,alto_uso,1,"agg., s.m. e f.",aggettivo; sostantivo,maschile e femminile,
follia,alto_uso,,s.f.,sostantivo,femminile,
fondamentale,fondamentale,,"agg., s.f., s.m.",aggettivo; sostantivo,maschile; femminile,
fondamentalmente,alto_uso,,avv.,avverbio,,
fondamento,alto_uso,,s.m.,sostantivo,maschile,
fondare,fondamentale,,v.tr.,verbo,,v.tr.
fondatore,alto_uso,,s.m.,sostantivo,maschile,
fondazione,alto_uso,,s.f.,sostantivo,femminile,
fondere,alto_uso,,v.tr. e intr.,verbo,,v.tr. e intr.
fondo,fondamentale,,"agg., s.m., avv., loc. di comando",aggettivo; sostantivo; avverbio; locuzione,maschile,
fontana,alto_uso,,s.f.,sostantivo,femminile,
fontanella,alta_disponibilita,,s.f.,sostantivo,femminile,
fonte,fondamentale,1,"s.f., s.m.",sostantivo,maschile; femminile,
forare,alto_uso,,v.tr.,verbo,,v.tr.
forbice,alta_disponibilita,,s.f.,sostantivo,femminile,
forchetta,alta_disponibilita,,s.f.,sostantivo,femminile,
forcina,alta_disponibilita,,s.f.,sostantivo,femminile,
foresta,alto_uso,,s.f.,sostantivo,femminile,
forestale,alta_disponibilita,,"agg., s.m. e f.",aggettivo; sostantivo,maschile e femminile,
forfora,alta_disponibilita,,s.f.,sostantivo,femminile,
forma,fondamentale,,s.f.,sostantivo,femminile,
formaggino,alta_disponibilita,,s.m.,sostantivo,maschile,
formaggio,alto_uso,,s.m.,sostantivo,maschile,
formale,alto_uso,1,agg.,aggettivo,,
formare,fondamentale,,v.tr.,verbo,,v.tr.
formato,alto_uso,,"p.pass., agg., s.m.",verbo; participio passato; aggettivo; sostantivo,maschile,p.pass.
formazione,fondamentale,,s.f.,sostantivo,femminile,
formula,fondamentale,,s.f.,sostantivo,femminile,
formulare,alto_uso,1,v.tr.,verbo,,v.tr.
fornace,alta_disponibilita,,s.f.,sostantivo,femminile,
fornaio,alta_disponibilita,,s.m.,sostantivo,maschile,
fornello,alto_uso,,s.m.,sostantivo,maschile,
fornire,fondamentale,,v.tr.,verbo,,v.tr.
fornitore,alto_uso,,"agg., s.m.",aggettivo; sostantivo,maschile,
forno,alto_uso,,s.m.,sostantivo,maschile,
foro,alto_uso,1,s.m.,sostantivo,maschile,
forse,fondamentale,,"avv., s.m.inv.",avverbio; sostantivo,maschile; invariabile,
forte,fondamentale,,"agg., avv., s.m.",aggettivo; avverbio; sostantivo,maschile,
fortemente,alto_uso,,avv.,avverbio,,
fortuna,fondamentale,,s.f.,sostantivo,femminile,
fortunatamente,alto_uso,,avv.,avverbio,,
fortunato,alto_uso,,agg.,aggettivo,,
forum,alto_uso,,s.m.inv.,sostantivo,maschile; invariabile,
forza,fondamentale,,s.f.,sostantivo,femminile,
forzare,alto_uso,,v.tr. e intr.,verbo,,v.tr. e intr.
fosforescente,alta_disponibilita,,agg.,aggettivo,,
fossa,alto_uso,1,s.f.,sostantivo,femminile,
fossetta,alta_disponibilita,,s.f.,sostantivo,femminile,
fosso,alta_disponibilita,,s.m.,sostantivo,maschile,
foto,fondamentale,,s.f.inv.,sostantivo,femminile; invariabile,
fotografare,alto_uso,,v.tr.,verbo,,v.tr.
fotografia,fondamentale,,s.f.,sostantivo,femminile,
fotografico,alto_uso,,agg.,aggettivo,,
fotografo,alto_uso,,s.m.,sostantivo,maschile,
fottere,alto_uso,,v.tr. e intr.,verbo,,v.tr. e intr.
foulard,alta_disponibilita,,s.m.inv.,sostantivo,maschile; invariabile,
fra,fondamentale,2,prep.,preposizione,,
fracasso,alta_disponibilita,,s.m.,sostantivo,maschile,
fragile,alto_uso,,agg.,aggettivo,,
frammento,alto_uso,,s.m.,sostantivo,maschile,
francamente,alto_uso,,avv.,avverbio,,
francese,fondamentale,,"agg., s.m. e f.",aggettivo; sostantivo,maschile e femminile,
francobollo,alta_disponibilita,,s.m.,sostantivo,maschile,
frangia,alta_disponibilita,,s.f.,sostantivo,femminile,
frase,alto_uso,,s.f.,sostantivo,femminile,
fratello,fondamentale,,s.m.,sostantivo,maschile,
frazione,alto_uso,,s.f.,sostantivo,femminile,
freccia,alto_uso,,s.f.,sostantivo,femminile,
freddezza,alta_disponibilita,,s.f.,sostantivo,femminile,
freddo,fondamentale,,"agg., s.m.",aggettivo; sostantivo,maschile,
fregare,fondamentale,,v.tr.,verbo,,v.tr.
frenare,alto_uso,,v.tr. e intr.,verbo,,v.tr. e intr.
frenetico,alto_uso,,agg.,aggettivo,,
freno,alto_uso,,s.m.,sostantivo,maschile,
frequentare,fondamentale,,"v.tr., v.intr.",verbo,,v.tr.; v.intr.
frequente,alto_uso,,agg.,aggettivo,,
frequenza,alto_uso,,s.f.,sostantivo,femminile,
