parola,categoria,prefisso_numerico,info_grammaticale
esclusivo,alto_uso,,agg.
escluso,alto_uso,,"p.pass., agg., s.m."
esecutivo,alto_uso,,"agg., s.m."
esecuzione,alto_uso,,s.f.
eseguire,fondamentale,,v.tr.
esempio,fondamentale,,s.m.
esemplare,alto_uso,1,s.m.
esemplare,alto_uso,2,agg.
esercitare,alto_uso,,v.tr.
esercito,fondamentale,1,s.m.
esercizio,fondamentale,,s.m.
esibire,alto_uso,,v.tr.
esigenza,fondamentale,,s.f.
esigere,alto_uso,,v.tr.
esilio,alta_disponibilita,,s.m.
esistente,alto_uso,,"p.pres., agg., s.m."
esistenza,fondamentale,,s.f.
esistere,fondamentale,,v.intr.
esitare,alto_uso,1,v.intr.
esito,alto_uso,,s.m.
esordio,alto_uso,,s.m.
espansione,alto_uso,,s.f.
espellere,alto_uso,,v.tr.
esperienza,fondamentale,,s.f.
esperimento,alto_uso,,s.m.
esperto,fondamentale,,"p.pass., agg., s.m."
esplicito,alto_uso,,agg.
esplodere,alto_uso,,v.intr. e tr.
esplorare,alto_uso,,v.tr.
esplosione,alto_uso,,s.f.
esplosivo,alto_uso,,"agg., s.m."
esponente,alto_uso,,"p.pres., s.m. e f."
esporre,fondamentale,,v.tr.
esposizione,alto_uso,,s.f.
espressione,fondamentale,,s.f.
espresso,alta_disponibilita,,"p.pass., agg., s.m."
esprimere,fondamentale,,v.tr.
essa,fondamentale,,pron.pers. di terza pers.f.
esse,alta_disponibilita,1,s.f. e m.inv.
esse,alta_disponibilita,2,pron.pers. di terza pers.f.pl.
essenza,alto_uso,,s.f.
essenziale,alto_uso,,"agg., s.m."
essenzialmente,alto_uso,,avv.
essere,fondamentale,1,v.intr.
essere,fondamentale,2,s.m.
essi,fondamentale,,pron.pers. di terza pers.m.pl.
esso,fondamentale,,pron.pers. di terza pers.m.sing.
est,alto_uso,1,"s.m.inv., agg.inv."
estate,fondamentale,,s.f.
estendere,alto_uso,,v.tr.
estensione,alto_uso,,s.f.
esterno,fondamentale,1,"agg., s.m."
estero,fondamentale,,"agg., s.m."
estetico,alto_uso,,agg.
estivo,alto_uso,,agg.
estone,alta_disponibilita,,"agg., s.m. e f."
estraneo,alto_uso,,"agg., s.m."
estrarre,alto_uso,,v.tr.
estratto,alto_uso,,"p.pass., agg., s.m."
estrazione,alto_uso,,s.f.
estremamente,alto_uso,,avv.
estremità,alto_uso,,s.f.inv.
estremo,fondamentale,,"agg., s.m."
età,fondamentale,,s.f.inv.
eterno,alto_uso,,"agg., s.m."
etica,alto_uso,1,s.f.
etichetta,alto_uso,2,s.f.
etico,alto_uso,1,agg.
ettaro,alta_disponibilita,,s.m.
etto,alta_disponibilita,,s.m.
euro,fondamentale,2,s.m.inv.
europeo,fondamentale,,"agg., s.m."
evadere,alta_disponibilita,,v.intr. e tr.
evaporare,alta_disponibilita,,v.intr. e tr.
evasione,alto_uso,,s.f.
evento,fondamentale,,s.m.
eventuale,fondamentale,,agg.
eventualmente,alto_uso,,avv.
evidente,fondamentale,,agg.
evidentemente,fondamentale,,avv.
evidenza,alto_uso,,s.f.
evidenziare,alto_uso,,v.tr.
evidenziatore,alta_disponibilita,,"agg., s.m."
evitare,fondamentale,,v.tr.
evocare,alto_uso,,v.tr.
evoluzione,alto_uso,,s.f.
ex,fondamentale,,"agg.inv., s.m. e f.inv., prep."
extra,alto_uso,,"agg.inv., s.m. e f.inv."
fa,fondamentale,2,avv.
fabbrica,fondamentale,,s.f.
fabbricare,alto_uso,,"v.tr., v.intr."
fabbro,alta_disponibilita,,s.m.
faccenda,alto_uso,,s.f.
faccia,fondamentale,,s.f.
facciata,alto_uso,,s.f.
facile,fondamentale,,"agg., avv."
facilità,alto_uso,,s.f.inv.
facilitare,alto_uso,,v.tr.
facilitazione,alta_disponibilita,,s.f.
facilmente,fondamentale,,avv.
facoltà,alto_uso,,s.f.inv.
fagiano,alta_disponibilita,,s.m.
falco,alta_disponibilita,,s.m.
falegname,alta_disponibilita,,s.m.
fallimento,alto_uso,,s.m.
fallire,alto_uso,,v.intr. e tr.
fallito,alto_uso,,"p.pass., agg., s.m."
falso,fondamentale,,"agg., avv., s.m."
fama,alto_uso,,s.f.
fame,fondamentale,,s.f.
famiglia,fondamentale,,s.f.
familiare,fondamentale,,"agg., s.m. e f."
famoso,fondamentale,,agg.
fan,alto_uso,1,s.m. e f.inv.
fanale,alta_disponibilita,,s.m.
fanciulla,alto_uso,,s.f.
fanciullo,alta_disponibilita,,"agg., s.m."
fango,alto_uso,,s.m.
fangoso,alta_disponibilita,,agg.
fantascienza,alto_uso,,s.f.
fantasia,fondamentale,,s.f.
fantasma,alto_uso,,s.m.
fantastico,fondamentale,,"agg., s.m."
fanteria,alta_disponibilita,,s.f.
fantino,alta_disponibilita,,s.m.
fantoccio,alta_disponibilita,,s.m.
fare,fondamentale,,"v.tr. e intr., s.m."
farfalla,alto_uso,,s.f.
farina,alto_uso,,s.f.
farmacia,alto_uso,,s.f.
farmaco,alto_uso,,s.m.
faro,alta_disponibilita,,s.m.
fascia,fondamentale,,s.f.
fasciatoio,alta_disponibilita,,s.m.
fascicolo,alto_uso,,s.m.
fascino,alto_uso,,s.m.
fascio,alto_uso,,s.m.
fascismo,alto_uso,,s.m.
fascista,alto_uso,,"agg., s.m. e f."
fase,fondamentale,,s.f.
fastidio,fondamentale,,s.m.
fastidioso,alto_uso,,agg.
fata,alto_uso,,s.f.
fatica,fondamentale,,s.f.
faticare,alto_uso,,"v.intr., v.tr."
faticoso,alto_uso,,agg.
fatto,fondamentale,1,s.m.
fattore,fondamentale,,s.m.
fattoria,alto_uso,,s.f.
fattura,alto_uso,,s.f.
fatturato,alto_uso,,"p.pass., agg., s.m."
fauna,alta_disponibilita,,s.f.
fava,alta_disponibilita,,s.f.
favola,alto_uso,1,s.f.
favoloso,alto_uso,,agg.
favore,fondamentale,,s.m.
favorevole,alto_uso,,agg.
favorire,alto_uso,,v.tr.
fax,alto_uso,,s.m.inv.
fazzoletto,alto_uso,,s.m.
febbraio,fondamentale,,s.m.
febbre,alto_uso,,s.f.
fecondare,alta_disponibilita,,v.tr.
fede,fondamentale,,s.f.
fedele,alto_uso,,"agg., s.m. e f."
fedeltà,alto_uso,,s.f.inv.
federa,alta_disponibilita,,s.f.
federale,alto_uso,,"agg., s.m."
fegato,alto_uso,,s.m.
felice,fondamentale,,agg.
felicità,alto_uso,,s.f.inv.
felino,alta_disponibilita,,"s.m., agg."
felpa,alta_disponibilita,,s.f.
femmina,fondamentale,,s.f.
femminile,fondamentale,,"agg., s.m., s.f."
fenomeno,fondamentale,,s.m.
feria,alto_uso,,s.f.
feriale,alta_disponibilita,1,agg.
ferie,alta_disponibilita,,s.f.pl.
ferire,alto_uso,,v.tr.
ferita,fondamentale,1,s.f.
ferito,alto_uso,,"p.pass., agg., s.m."
fermaglio,alta_disponibilita,,s.m.
fermare,fondamentale,,"v.tr., v.intr."
fermo,fondamentale,1,agg.
feroce,alto_uso,,"agg., Ferragosto s.m."
ferramenta,alta_disponibilita,,s.m. e f.inv.
ferro,fondamentale,,s.m.
ferrovia,alto_uso,,s.f.
ferroviario,alto_uso,,agg.
ferroviere,alta_disponibilita,,s.m.
fertilizzante,alta_disponibilita,,"p.pres., agg., s.m."
fessura,alta_disponibilita,,s.f.
festa,fondamentale,,s.f.
festeggiare,fondamentale,,v.tr. e intr.
festival,alto_uso,,s.m.inv.
festivo,alta_disponibilita,,agg.
fetta,alto_uso,,s.f.
fiaba,alto_uso,,s.f.
fiala,alta_disponibilita,,s.f.
fiamma,alto_uso,1,s.f.
fiammifero,alta_disponibilita,,"s.m., agg."
fianco,fondamentale,,s.m.
fiatare,alta_disponibilita,,v.intr. e tr.
fiato,alto_uso,,s.m.
fibbia,alta_disponibilita,,s.f.
fibra,alto_uso,,s.f.
ficcare,alto_uso,,v.tr. e intr.
fiction,alto_uso,,s.f.inv.
fidanzamento,alta_disponibilita,,s.m.
fidanzarsi,alto_uso,,v.tr.
fidanzata,alto_uso,,s.f.
fidanzato,alto_uso,,"p.pass., agg., s.m."
fidarsi,fondamentale,,v.pronom.intr.
fiducia,fondamentale,,s.f.
fiducioso,alta_disponibilita,,agg.
fieno,alta_disponibilita,,s.m.
fiera,alto_uso,1,s.f.
fiero,alto_uso,,agg.
figlia,fondamentale,,s.f.
figliastro,alta_disponibilita,,s.m.
figlio,fondamentale,,s.m.
figura,fondamentale,,s.f.
figurare,fondamentale,,v.tr. e intr.
figurina,alta_disponibilita,,s.f.
fila,fondamentale,,s.f.
filante,alta_disponibilita,,"p.pres., agg., s.m."
filare,alto_uso,3,v.tr. e intr.
filastrocca,alta_disponibilita,,s.f.
file,fondamentale,1,s.m.inv.
filetto,alta_disponibilita,,s.m.
film,fondamentale,,s.m.inv.
filmato,alto_uso,,"p.pass., agg., s.m."
filo,fondamentale,1,s.m.
filosofia,fondamentale,,s.f.
filosofico,alto_uso,,agg.
filosofo,alto_uso,,s.m.
filtrare,alto_uso,,v.tr. e intr.
filtro,alto_uso,1,s.m.
finale,fondamentale,,"agg., s.m., s.f."
finalità,alto_uso,,s.f.inv.
finalmente,fondamentale,,avv.
finanza,alto_uso,1,s.f.
finanziamento,alto_uso,,s.m.
finanziare,alto_uso,,v.tr.
finanziario,fondamentale,,agg.
finanziatore,alta_disponibilita,,"agg., s.m."
finché,fondamentale,,cong.
fine,fondamentale,1,s.f. e m.
fine,fondamentale,2,agg.
finestra,fondamentale,,s.f.
finestrino,alto_uso,,s.m.
fingere,fondamentale,,v.tr.
finimondo,alta_disponibilita,,s.m.
finire,fondamentale,,"v.tr. e intr., s.m."
finito,alto_uso,,"p.pass., agg."
finlandese,alta_disponibilita,,"agg., s.m. e f."
fino,fondamentale,2,"prep., avv."
finocchio,alta_disponibilita,1,s.m.
finora,alto_uso,,avv.
finta,alto_uso,,s.f.
finto,fondamentale,,"p.pass., agg."
fiocco,alta_disponibilita,1,s.m.
fionda,alta_disponibilita,,s.f.
fioraio,alta_disponibilita,,s.m.
fiore,fondamentale,1,s.m.
fiorentino,alto_uso,,"agg., s.m."
fiorito,alta_disponibilita,,"p.pass., agg."
firma,fondamentale,,s.f.
firmare,fondamentale,,v.tr.
fiscale,alto_uso,,"agg., s.m."
fisicamente,alto_uso,,avv.
fisico,fondamentale,,"agg., s.m."
fissare,fondamentale,,v.tr.
fisso,fondamentale,,"agg., avv., s.m."
fitto,alto_uso,1,"p.pass., agg., avv., s.m."
fiume,fondamentale,,s.m.
fiuto,alta_disponibilita,,s.m.
flash,alto_uso,,s.m.inv.
flauto,alta_disponibilita,1,s.m.
flessibile,alto_uso,,"agg., s.m. e f."
flora,alta_disponibilita,,s.f.
fluido,alto_uso,,"agg., s.m."
fluoro,alta_disponibilita,,s.m.
flusso,alto_uso,1,s.m.
foca,alta_disponibilita,,s.f.
focaccia,alta_disponibilita,,s.f.
fodera,alta_disponibilita,,s.f.
foderare,alta_disponibilita,,v.tr.
foglia,alto_uso,,s.f.
foglio,fondamentale,,s.m.
fogna,alta_disponibilita,,s.f.
folla,alto_uso,,s.f.
folle,alto_uso,1,"agg., s.m. e f."
follia,alto_uso,,s.f.
fondamentale,fondamentale,,"agg., s.f., s.m."
fondamentalmente,alto_uso,,avv.
fondamento,alto_uso,,s.m.
fondare,fondamentale,,v.tr.
fondatore,alto_uso,,s.m.
fondazione,alto_uso,,s.f.
fondere,alto_uso,,v.tr. e intr.
fondo,fondamentale,,"agg., s.m., avv., loc. di comando"
fontana,alto_uso,,s.f.
fontanella,alta_disponibilita,,s.f.
fonte,fondamentale,1,"s.f., s.m."
forare,alto_uso,,v.tr.
forbice,alta_disponibilita,,s.f.
forchetta,alta_disponibilita,,s.f.
forcina,alta_disponibilita,,s.f.
foresta,alto_uso,,s.f.
forestale,alta_disponibilita,,"agg., s.m. e f."
forfora,alta_disponibilita,,s.f.
forma,fondamentale,,s.f.
formaggino,alta_disponibilita,,s.m.
formaggio,alto_uso,,s.m.
formale,alto_uso,1,agg.
formare,fondamentale,,v.tr.
formato,alto_uso,,"p.pass., agg., s.m."
formazione,fondamentale,,s.f.
formula,fondamentale,,s.f.
formulare,alto_uso,1,v.tr.
fornace,alta_disponibilita,,s.f.
fornaio,alta_disponibilita,,s.m.
fornello,alto_uso,,s.m.
fornire,fondamentale,,v.tr.
fornitore,alto_uso,,"agg., s.m."
forno,alto_uso,,s.m.
foro,alto_uso,1,s.m.
forse,fondamentale,,"avv., s.m.inv."
forte,fondamentale,,"agg., avv., s.m."
fortemente,alto_uso,,avv.
fortuna,fondamentale,,s.f.
fortunatamente,alto_uso,,avv.
fortunato,alto_uso,,agg.
forum,alto_uso,,s.m.inv.
forza,fondamentale,,s.f.
forzare,alto_uso,,v.tr. e intr.
fosforescente,alta_disponibilita,,agg.
fossa,alto_uso,1,s.f.
fossetta,alta_disponibilita,,s.f.
fosso,alta_disponibilita,,s.m.
foto,fondamentale,,s.f.inv.
fotografare,alto_uso,,v.tr.
fotografia,fondamentale,,s.f.
fotografico,alto_uso,,agg.
fotografo,alto_uso,,s.m.
fottere,alto_uso,,v.tr. e intr.
foulard,alta_disponibilita,,s.m.inv.
fra,fondamentale,2,prep.
fracasso,alta_disponibilita,,s.m.
fragile,alto_uso,,agg.
frammento,alto_uso,,s.m.
francamente,alto_uso,,avv.
francese,fondamentale,,"agg., s.m. e f."
francobollo,alta_disponibilita,,s.m.
frangia,alta_disponibilita,,s.f.
frase,alto_uso,,s.f.
fratello,fondamentale,,s.m.
frazione,alto_uso,,s.f.
freccia,alto_uso,,s.f.
freddezza,alta_disponibilita,,s.f.
freddo,fondamentale,,"agg., s.m."
fregare,fondamentale,,v.tr.
frenare,alto_uso,,v.tr. e intr.
frenetico,alto_uso,,agg.
freno,alto_uso,,s.m.
frequentare,fondamentale,,"v.tr., v.intr."
frequente,alto_uso,,agg.
frequenza,alto_uso,,s.f.
fresco,fondamentale,,"agg., s.m."
fretta,fondamentale,,s.f.
frigo,alto_uso,,s.m.inv.
frigorifero,alto_uso,,"agg., s.m."
fringuello,alta_disponibilita,,s.m.
frittata,alta_disponibilita,,s.f.
fritto,alta_disponibilita,,"p.pass., agg., s.m."
friulano,alta_disponibilita,,"agg., s.m."
fronte,fondamentale,,"s.f., s.m."
frontiera,alto_uso,,s.f.
frugare,alto_uso,,v.intr. e tr.
frumento,alta_disponibilita,,s.m.
fruscio,alta_disponibilita,,s.m.
frusta,alta_disponibilita,,s.f.
frutta,alto_uso,,s.f.
fruttivendolo,alta_disponibilita,,s.m.
frutto,fondamentale,,s.m.
fucile,alto_uso,,s.m.
fuga,fondamentale,,s.f.
fuggire,fondamentale,,v.intr. e tr.
fulmine,alto_uso,,s.m.
fumare,fondamentale,,"v.intr. e tr., s.m"
fumetto,alto_uso,,s.m.
fumo,fondamentale,,"s.m., agg.inv."
fune,alta_disponibilita,,s.f.
funerale,alto_uso,,"s.m., agg."
fungo,alto_uso,,s.m.
funzionale,alto_uso,,"agg., s.m."
funzionamento,alto_uso,,s.m.
funzionare,fondamentale,,v.intr.
funzionario,alto_uso,,s.m.
funzione,fondamentale,,s.f.
fuoco,fondamentale,,"s.m., loc. di comando"
fuori,fondamentale,,"avv., prep., s.m.inv., agg.inv."
furbo,alto_uso,,"agg., s.m."
furfante,alta_disponibilita,,s.m. e f.
furgone,alto_uso,,s.m.
furia,alto_uso,,s.f.
furioso,alto_uso,,agg.
furto,alto_uso,,s.m.
fusione,alto_uso,,s.f.
fuso,alto_uso,2,"p.pass., agg., s.m."
futuro,fondamentale,,"agg., s.m."
gabbia,alto_uso,,s.f.
galassia,alto_uso,,s.f.
galeotto,alta_disponibilita,1,s.m.
galera,alto_uso,1,s.f.
galleggiare,alta_disponibilita,,v.intr.
galleria,alto_uso,1,s.f.
gallese,alta_disponibilita,,"agg., s.m."
galletta,alta_disponibilita,1,s.f.
gallina,alto_uso,,s.f.
gallo,alta_disponibilita,1,"s.m., s.m.inv."
gamba,fondamentale,,s.f.
gambero,alta_disponibilita,,s.m.
gambo,alta_disponibilita,,s.m.
ganascia,alta_disponibilita,,s.f.
gancio,alta_disponibilita,,s.m.
gara,fondamentale,,s.f.
garage,alto_uso,,s.m.inv.
garantire,fondamentale,,v.tr. e intr.
garanzia,alto_uso,,s.f.
garbo,alta_disponibilita,1,s.m.
gargarismo,alta_disponibilita,,s.m.
garofano,alta_disponibilita,,s.m.
garza,alta_disponibilita,1,s.f.
gas,fondamentale,,s.m.inv.
gasolio,alta_disponibilita,,s.m.
gassosa,alta_disponibilita,,s.f.
gastronomia,alta_disponibilita,,s.f.
gatto,fondamentale,,s.m.
gavetta,alta_disponibilita,1,s.f.
gay,alto_uso,,"agg.inv., s.m. e f.inv."
gazza,alta_disponibilita,,s.f.
gelateria,alta_disponibilita,,s.f.
gelatina,alta_disponibilita,,s.f.
gelato,alto_uso,,"p.pass., agg., s.m."
gelido,alto_uso,,agg.
gelo,alta_disponibilita,1,s.m.
gelosia,alto_uso,1,s.f.
geloso,alto_uso,,agg.
gelsomino,alta_disponibilita,,s.m.
gemello,alto_uso,,"agg., s.m."
gemma,alta_disponibilita,,s.f.
gene,alto_uso,,s.m.
generale,fondamentale,,"agg., s.m. e f."
generalmente,alto_uso,,avv.
generare,fondamentale,,v.tr.
generazione,fondamentale,,s.f.
genere,fondamentale,,s.m.
generico,alto_uso,,"agg., s.m."
generosità,alta_disponibilita,,s.f.inv.
generoso,alto_uso,,agg.
genetico,alto_uso,,agg.
gengiva,alta_disponibilita,,s.f.
geniale,alto_uso,,agg.
genio,alto_uso,1,s.m.
genitore,fondamentale,,s.m.
gennaio,fondamentale,,s.m.
genovese,alta_disponibilita,,"agg., s.m. e f."
gente,fondamentale,1,s.f.
gentile,fondamentale,1,"agg., s.m."
genuino,alta_disponibilita,,agg.
geografico,alto_uso,,agg.
geografo,alta_disponibilita,,s.m.
geometra,alta_disponibilita,,s.m. e f.
geometria,alta_disponibilita,,s.f.
geometrico,alta_disponibilita,,agg.
gesso,alto_uso,,s.m.
gestione,fondamentale,,s.f.
gestire,fondamentale,1,v.tr.
gesto,fondamentale,,s.m.
gestore,alto_uso,,s.m.
gettare,fondamentale,,v.tr.
gettone,alta_disponibilita,,s.m.
ghiaccio,alto_uso,1,s.m.
ghiacciolo,alta_disponibilita,1,s.m.
ghianda,alta_disponibilita,,s.f.
ghiro,alta_disponibilita,,s.m.
gi,alta_disponibilita,,s.f. e m.inv.
già,fondamentale,,avv.
giacca,fondamentale,1,s.f.
giacere,alto_uso,,v.intr.
giaguaro,alta_disponibilita,,s.m.
giallo,fondamentale,,"agg., s.m."
giapponese,fondamentale,,"agg., s.m. e f."
giardinaggio,alta_disponibilita,,s.m.
giardiniera,alta_disponibilita,,s.f.
giardino,fondamentale,,s.m.
gigante,alto_uso,,"s.m., s.f., agg."
gigantesco,alto_uso,,agg.
giglio,alto_uso,,s.m.
ginnastica,alto_uso,,s.f.
ginocchio,fondamentale,,s.m.
giocare,fondamentale,,v.intr. e tr.
giocatore,fondamentale,,s.m.
giocattolo,alto_uso,,s.m.
gioco,fondamentale,,s.m.
gioia,fondamentale,1,s.f.
gioiello,alto_uso,,s.m.
gioioso,alta_disponibilita,,agg.
giordano,alta_disponibilita,,"agg., s.m."
giornale,fondamentale,,"s.m., agg."
giornalino,alta_disponibilita,,s.m.
giornalista,fondamentale,,s.m. e f.
giornata,fondamentale,,s.f.
giorno,fondamentale,,s.m.
giostra,alta_disponibilita,,s.f.
giovane,fondamentale,,"agg., s.m. e f."
giovanile,alto_uso,,agg.
giovedì,alto_uso,,s.m.inv.
gioventù,alto_uso,,s.f.inv.
giovinezza,alto_uso,,s.f.
giraffa,alta_disponibilita,,s.f.
girare,fondamentale,1,v.tr. e intr.
giravite,alta_disponibilita,,s.m.inv.
giretto,alta_disponibilita,,s.m.
giro,fondamentale,,s.m.
gironzolare,alta_disponibilita,,v.intr.
girotondo,alta_disponibilita,,s.m.
gita,alto_uso,,s.f.
giù,fondamentale,,"avv., agg.inv."
giubba,alta_disponibilita,1,s.f.
giubbotto,alta_disponibilita,,s.m.
giudicare,fondamentale,,v.tr. e intr.
giudice,fondamentale,,s.m. e f.
giudiziario,alto_uso,,agg.
giudizio,fondamentale,,s.m.
giugno,fondamentale,,s.m.
giungere,fondamentale,,v.intr. e tr.
giungla,alta_disponibilita,,s.f.
giuramento,alto_uso,,s.m.
giurare,fondamentale,,v.tr.
giuria,alta_disponibilita,,s.f.
giuridico,alto_uso,,agg.
giustamente,alto_uso,,avv.
giustificare,alto_uso,,v.tr.
giustizia,fondamentale,,s.f.
giusto,fondamentale,1,"agg., s.m., avv."
gli,fondamentale,2,pron.pers. di terza pers.m.sing.
glicine,alta_disponibilita,,s.m.
global,alto_uso,,"agg.inv., s.m. e f.inv."
globale,alto_uso,,agg.
gloria,alto_uso,1,s.f.
gnocco,alta_disponibilita,,s.m.
gnomo,alta_disponibilita,,s.m.
goal,alto_uso,,s.m.inv.
gobbo,alta_disponibilita,1,"agg., s.m."
goccia,alto_uso,,s.f.
godere,fondamentale,,v.intr. e tr.
gola,alto_uso,1,s.f.
goloso,alta_disponibilita,,agg.
gomito,alto_uso,,s.m.
gomitolo,alta_disponibilita,,s.m.
gomma,alto_uso,,s.f.
gonfiare,alto_uso,,v.tr. e intr.
gonfio,alto_uso,,"agg., s.m."
gonna,alto_uso,,s.f.
gorgonzola,alta_disponibilita,,s.m.inv.
gorilla,alta_disponibilita,,s.m.inv.
gossip,alto_uso,,s.m.inv.
governare,alto_uso,,"v.tr., v.intr."
governatore,alto_uso,,s.m.
governo,fondamentale,,s.m.
gradino,alto_uso,,s.m.
gradire,alto_uso,,"v.tr., v.intr."
grado,fondamentale,1,s.m.
graffiare,alta_disponibilita,,v.tr.
graffio,alta_disponibilita,1,s.m.
grafico,alto_uso,,"agg., s.m."
grammatica,alto_uso,,s.f.
grammo,alto_uso,,s.m.
grana,alta_disponibilita,1,s.f.
granaio,alto_uso,,s.m.
granchio,alta_disponibilita,,s.m.
grande,fondamentale,,"agg., s.m."
grandezza,alto_uso,,s.f.
grandine,alta_disponibilita,,s.f.
grandioso,alto_uso,,agg.
grano,alto_uso,,s.m.
granturco,alta_disponibilita,,s.m.
grappa,alta_disponibilita,1,s.f.
grasso,fondamentale,,"agg., s.m."
gratis,alto_uso,,"avv., agg.inv."
grattare,alto_uso,,v.tr. e intr.
grattugiato,alta_disponibilita,,"p.pass., agg."
gratuito,alto_uso,,agg.
grave,fondamentale,,"agg., s.m., avv."
gravidanza,alto_uso,,s.f.
gravità,alto_uso,,s.f.inv.
grazie,fondamentale,,"inter., s.m.inv."
grazioso,alta_disponibilita,,agg.
greco,fondamentale,,"agg., s.m."
grembiule,alta_disponibilita,,s.m.
gridare,fondamentale,,v.intr. e tr.
grido,alto_uso,,s.m.
grigio,fondamentale,,"agg., s.m."
griglia,alta_disponibilita,,s.f.
grinza,alta_disponibilita,,s.f.
grissino,alta_disponibilita,,s.m.
grossista,alta_disponibilita,,s.m. e f.
grosso,fondamentale,,"agg., s.m."
grotta,alto_uso,,s.f.
gru,alta_disponibilita,,s.f.inv.
gruppo,fondamentale,,s.m.
guadagnare,fondamentale,,"v.tr., v.intr."
guadagno,alto_uso,,s.m.
guaio,alto_uso,,s.m.
guaire,alta_disponibilita,,v.intr.
guancia,alto_uso,,s.f.
guanciale,alta_disponibilita,,"s.m., agg."
guanto,alto_uso,,s.m.
guardare,fondamentale,,v.tr. e intr.
guardaroba,alta_disponibilita,,"s.m.inv., s.m. e f.inv."
guardia,fondamentale,1,s.f.
guarire,alto_uso,,v.tr. e intr.
guarnizione,alta_disponibilita,,s.f.
guasto,alta_disponibilita,1,s.m.
guerra,fondamentale,,s.f.
guerriero,alto_uso,,"s.m., agg."
gufo,alta_disponibilita,,s.m.
guida,fondamentale,,s.f.
guidare,fondamentale,,v.tr.
guidatore,alta_disponibilita,,s.m.
guinzaglio,alta_disponibilita,,s.m.
gustare,alto_uso,,"v.tr., v.intr."
gusto,fondamentale,,s.m.
gustoso,alta_disponibilita,,agg.
hamburger,alta_disponibilita,,s.m.inv.
hobby,alto_uso,,s.m.inv.
home,alto_uso,,s.f.inv.
hotel,alto_uso,,s.m.inv.
hyperlink,alto_uso,,"s.m.inv. 1i s.f. e m.inv., 2i art.det.m.pl."
icona,alto_uso,,s.f.
ics,alta_disponibilita,,s.f. e m.inv.
idea,fondamentale,,s.f.
ideale,fondamentale,,"agg., s.m."
ideare,alto_uso,,v.tr.
identico,alto_uso,,"agg., s.m."
identificare,alto_uso,,v.tr.
identificazione,alto_uso,,s.f.
identità,fondamentale,,s.f.inv.
ideologia,alto_uso,,s.f.
ideologico,alto_uso,,agg.
idiota,fondamentale,,"agg., s.m. e f."
idraulico,alto_uso,,"agg., s.m."
idrico,alto_uso,,agg.
idrogeno,alto_uso,,s.m.
ieri,fondamentale,,"avv., s.m.inv."
igiene,alta_disponibilita,,s.f.
ignorante,alto_uso,,"p.pres., agg., s.m. e f."
ignoranza,alto_uso,,s.f.
ignorare,fondamentale,,v.tr.
ignoto,alto_uso,,"agg., s.m."
il,fondamentale,,"art.det.m.sing., pron.pers. di terza pers.m.sing., pron.dimostr."
illecito,alto_uso,,"agg., s.m."
illegale,alto_uso,,"agg., s.m. e f."
